Number items,50
Number scenarios,100
Capacity,100
Item,Revenue
0,1
1,5
2,9
3,13
4,1
5,6
6,15
7,11
8,2
9,5
10,1
11,15
12,7
13,3
14,6
15,14
16,4
17,12
18,15
19,3
20,5
21,10
22,10
23,11
24,5
25,5
26,1
27,15
28,19
29,13
30,4
31,10
32,17
33,1
34,10
35,15
36,7
37,15
38,17
39,15
40,19
41,12
42,9
43,17
44,12
45,2
46,17
47,15
48,1
49,9
Scenario,probability,Item 0 weight,Item 1 weight,Item 2 weight,Item 3 weight,Item 4 weight,Item 5 weight,Item 6 weight,Item 7 weight,Item 8 weight,Item 9 weight,Item 10 weight,Item 11 weight,Item 12 weight,Item 13 weight,Item 14 weight,Item 15 weight,Item 16 weight,Item 17 weight,Item 18 weight,Item 19 weight,Item 20 weight,Item 21 weight,Item 22 weight,Item 23 weight,Item 24 weight,Item 25 weight,Item 26 weight,Item 27 weight,Item 28 weight,Item 29 weight,Item 30 weight,Item 31 weight,Item 32 weight,Item 33 weight,Item 34 weight,Item 35 weight,Item 36 weight,Item 37 weight,Item 38 weight,Item 39 weight,Item 40 weight,Item 41 weight,Item 42 weight,Item 43 weight,Item 44 weight,Item 45 weight,Item 46 weight,Item 47 weight,Item 48 weight,Item 49 weight,
0,0.01,2,4,3,4,5,9,6,7,7,4,6,4,10,2,10,5,10,2,2,9,5,8,6,4,8,5,4,6,10,5,3,8,3,7,3,6,7,9,3,5,5,7,9,4,5,5,9,3,5,8,
1,0.01,6,10,7,6,8,2,8,2,2,2,6,2,4,5,9,3,6,5,2,5,2,7,3,6,2,9,4,3,9,2,4,9,7,5,10,5,2,4,4,3,10,9,2,6,10,3,10,8,3,7,
2,0.01,3,2,6,4,6,8,6,4,6,3,4,7,10,4,7,2,2,10,8,2,7,6,6,5,10,9,10,3,4,10,6,2,2,9,6,7,2,4,3,7,6,2,5,2,8,2,2,8,3,2,
3,0.01,3,2,8,9,3,6,3,6,3,4,4,4,4,8,9,3,10,7,7,6,3,6,10,5,8,2,2,8,4,2,4,8,7,3,4,3,6,3,2,6,5,8,10,6,8,8,8,6,6,7,
4,0.01,3,2,6,3,4,4,2,9,6,4,6,6,4,5,4,4,7,9,2,6,4,6,2,10,2,5,10,6,7,6,4,9,2,7,10,4,3,4,4,5,5,10,3,2,2,3,5,7,2,7,
5,0.01,2,6,10,8,5,9,4,4,2,10,2,3,4,2,9,9,8,5,9,4,2,9,8,2,3,9,8,9,10,7,6,7,8,4,7,7,9,6,2,3,4,8,8,3,3,2,5,3,7,4,
6,0.01,9,7,4,10,8,3,10,6,6,9,7,10,8,3,2,9,2,4,7,8,8,7,6,4,10,10,2,5,10,5,7,5,5,4,6,7,7,3,7,5,5,2,10,9,2,3,2,9,3,10,
7,0.01,6,3,9,7,8,7,2,5,10,8,3,2,6,4,8,7,5,4,10,4,8,6,5,3,2,3,4,2,5,4,7,2,3,4,10,4,8,8,8,7,4,7,10,8,10,3,2,7,9,9,
8,0.01,5,3,5,5,3,8,7,6,6,9,8,2,6,7,6,4,3,3,9,3,10,2,7,4,2,3,4,9,5,10,5,6,4,8,10,9,5,8,8,6,6,2,2,3,2,7,9,7,2,8,
9,0.01,6,5,3,3,2,6,8,3,5,3,10,10,10,10,3,4,7,6,6,8,6,8,6,4,5,5,3,8,3,4,7,8,10,6,3,7,7,4,3,5,3,2,2,2,10,6,10,10,4,6,
